promo_id,archivo_origen,mes_carpeta,patron_detectado,fecha_texto,contexto
9472,Promociones\JULIO\9472_Compras y max - ACTUALIZACIÓN DE PRECIO CUTTER OMX.doc,JULIO,vigencia,Vigencia a partir del martes 16/07/2024,"DE PRECIOS CUTTER Buena tarde Gerencias, Comparto actualización de precio de venta: Vigencia a partir del martes 16/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9473,Promociones\JULIO\9473_Compras y max - DESCUENTO ULT PZAS MG.doc,JULIO,dd al dd mes yyyy,17 AL 31 DE JULIO 2024,"os para últimas piezas de los departamentos de MUEBLES, LIBROS Y CHECKOUT. Vigencia: 17 AL 31 DE JULIO 2024 Exhibición: Colocar stopper de descuento correspondiente. Cualquier duda o comentari"
9473,Promociones\JULIO\9473_Compras y max - DESCUENTO ULT PZAS MG.doc,JULIO,vigencia,Vigencia: 17 AL 31 DE JULIO 2024,"e descuentos para últimas piezas de los departamentos de MUEBLES, LIBROS Y CHECKOUT. Vigencia: 17 AL 31 DE JULIO 2024 Exhibición: Colocar stopper de descuento correspondiente. Cualquier duda o comentari"
9474,Promociones\JULIO\9474_Compras y max - EXTENSIÓN MECANICA 14053 OFICINA.doc,JULIO,vigencia,Vigencia de esta actualización a partir del 17 – 31 de julio,mpleto en intranet y señalizar los skus con el stopper de descuento correspondiente. Vigencia de esta actualización a partir del 17 – 31 de julio Cualquier duda favor de comunicarse al siguiente contacto del área de Compras: Compr
9475,Promociones\JULIO\9475_Compras y max - 14109 DESCUENTOS MG.docx,JULIO,dd al dd mes yyyy,17 AL 31 DE JULIO 2024,"gencia de descuentos para los departamentos de MUEBLES, LIBROS Y CHECKOUT. Vigencia: 17 AL 31 DE JULIO 2024 Exhibición: Colocar stopper de descuento correspondiente. Cualquier duda o comentari"
9475,Promociones\JULIO\9475_Compras y max - 14109 DESCUENTOS MG.docx,JULIO,vigencia,"vigencia de descuentos para los departamentos de MUEBLES, LIBROS Y CHECKOUT. Vigencia: 17 AL 31 DE JULIO 2024","DESCUENTOS EN MUEBLES, LIBROS Y CHECKOUT. Buenas tarde gerencias. Comparto listado vigencia de descuentos para los departamentos de MUEBLES, LIBROS Y CHECKOUT. Vigencia: 17 AL 31 DE JULIO 2024 Exhibición: Colocar stopper de descuento correspondiente. Cualquier duda o comentari"
9476,Promociones\JULIO\9476_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 17.07.24.doc,JULIO,dd.mm.yy,17.07.24,"MODIFICACION DE MECANICAS TECNOLOGÍA 17.07.24 Buena tarde Gerencias, Por este medio les informo que se modifica la siguiente mecán"
9481,Promociones\JULIO\9481_30_ EN ARTICULOS SELECCIONADOS DEL SUBDEPTO DE CAJAS PLASTICAS- COMPRAS Y MAX.doc,JULIO,dd al dd mes yyyy,19 AL 31 DE JULIO 2024,"RTICULOS SELECCIONADOS DEL SUBDEPTO DE CAJAS PLASTICAS Buen día Gerencias, Vigencia: 19 AL 31 DE JULIO 2024 Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9481,Promociones\JULIO\9481_30_ EN ARTICULOS SELECCIONADOS DEL SUBDEPTO DE CAJAS PLASTICAS- COMPRAS Y MAX.doc,JULIO,vigencia,Vigencia: 19 AL 31 DE JULIO 2024,"30% EN ARTICULOS SELECCIONADOS DEL SUBDEPTO DE CAJAS PLASTICAS Buen día Gerencias, Vigencia: 19 AL 31 DE JULIO 2024 Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9482,Promociones\JULIO\9482_40_ DE DESCUENTO EN ORGANIZACIÓN- MEC.doc,JULIO,dd al dd mes yyyy,19 AL 31 DE JULIO 2024,"HASTA 30% DE DESCUENTO EN CAJAS PLÁSTICAS Buen día Gerencias, Vigencia: 19 AL 31 DE JULIO 2024 Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9482,Promociones\JULIO\9482_40_ DE DESCUENTO EN ORGANIZACIÓN- MEC.doc,JULIO,vigencia,Vigencia: 19 AL 31 DE JULIO 2024,"HASTA 30% DE DESCUENTO EN CAJAS PLÁSTICAS Buen día Gerencias, Vigencia: 19 AL 31 DE JULIO 2024 Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9483,Promociones\JULIO\9483_PAPELERIA_JULIO 2024 CUARTA SEMANA.doc,JULIO,dd al dd mes yyyy,22 al 28 Julio 2024,s Participantes: | Todas MECÁNICA | VIGENCIA 14113 - 20% EN ARCHIVEROS EXPANDIBLES | 22 al 28 Julio 2024 14108 - HASTA 50% EN PRODUCTOS SAMSONITE SELECCIONADOS | 19 al 31 Julio 2024 14105-H
9483,Promociones\JULIO\9483_PAPELERIA_JULIO 2024 CUARTA SEMANA.doc,JULIO,dd al dd mes yyyy,19 al 31 Julio 2024,IBLES | 22 al 28 Julio 2024 14108 - HASTA 50% EN PRODUCTOS SAMSONITE SELECCIONADOS | 19 al 31 Julio 2024 14105-HASTA 30% OFF EN PRODUCTOS MAPED SELECCIONADOS | 15 al 31 Julio 2024
9483,Promociones\JULIO\9483_PAPELERIA_JULIO 2024 CUARTA SEMANA.doc,JULIO,dd al dd mes yyyy,15 al 31 Julio 2024,IONADOS | 19 al 31 Julio 2024 14105-HASTA 30% OFF EN PRODUCTOS MAPED SELECCIONADOS | 15 al 31 Julio 2024
9483,Promociones\JULIO\9483_PAPELERIA_JULIO 2024 CUARTA SEMANA.doc,JULIO,vigencia,VIGENCIA 14113 - 20% EN ARCHIVEROS EXPANDIBLES | 22 al 28 Julio 2024,max.com.mx anel.peralta@officemax.com.mx | Tiendas Participantes: | Todas MECÁNICA | VIGENCIA 14113 - 20% EN ARCHIVEROS EXPANDIBLES | 22 al 28 Julio 2024 14108 - HASTA 50% EN PRODUCTOS SAMSONITE SELECCIONADOS | 19 al 31 Julio 2024 14105-H
9486,Promociones\JULIO\9486_Compras y max - ACTUALIZACIÓN DE PRECIOS OFICINA.doc,JULIO,dd/mm/yyyy,23/07/2024,"Gerencias, Comparto actualización de precios de venta: Vigencia a partir del martes 23/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9486,Promociones\JULIO\9486_Compras y max - ACTUALIZACIÓN DE PRECIOS OFICINA.doc,JULIO,vigencia,Vigencia a partir del martes 23/07/2024,"E PRECIOS OFICINA Buena tarde Gerencias, Comparto actualización de precios de venta: Vigencia a partir del martes 23/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9487,Promociones\JULIO\9487_PAPELERIA_JULIO 2024 CUARTA SEMANA (1).doc,JULIO,dd al dd mes yyyy,24 al 31 Julio 2024,: | Todas MECÁNICA | VIGENCIA 14114 - HASTA 30% EN PRODUCTOS CHENSON SELECCIONADOS | 24 al 31 Julio 2024
9487,Promociones\JULIO\9487_PAPELERIA_JULIO 2024 CUARTA SEMANA (1).doc,JULIO,vigencia,VIGENCIA 14114 - HASTA 30% EN PRODUCTOS CHENSON SELECCIONADOS | 24 al 31 Julio 2024,max.com.mx anel.peralta@officemax.com.mx | Tiendas Participantes: | Todas MECÁNICA | VIGENCIA 14114 - HASTA 30% EN PRODUCTOS CHENSON SELECCIONADOS | 24 al 31 Julio 2024
9488,Promociones\JULIO\9488_Compras y max - ACTUALIZACIÓN DE PRECIOS OFICINA V2.doc,JULIO,dd/mm/yyyy,24/07/2024,"rencias, Comparto actualización de precios de venta: Vigencia a partir del miércoles 24/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9488,Promociones\JULIO\9488_Compras y max - ACTUALIZACIÓN DE PRECIOS OFICINA V2.doc,JULIO,vigencia,Vigencia a partir del miércoles 24/07/2024,"E PRECIOS OFICINA Buena tarde Gerencias, Comparto actualización de precios de venta: Vigencia a partir del miércoles 24/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9490,Promociones\JULIO\9490_AMPLIACIÓN DE VIGENCIA MECÁNICAS PAPELERÍA.doc,JULIO,dd al dd mes yyyy,01 AL 31 AGOSTO,ctos seleccionados | 31 DE AGOSTO 14118 - 20% EN ETIQUETA DE REPUESTO SELECCIONADA | 01 AL 31 AGOSTO
9490,Promociones\JULIO\9490_AMPLIACIÓN DE VIGENCIA MECÁNICAS PAPELERÍA.doc,JULIO,vigencia,VIGENCIA 13845-HASTA 50% EN PAPELES DIETRIX SELECCIONADOS | 31 DE AGOSTO 1391,primax.com lizeth.gomez@officemax.com.mx | Tiendas Participantes: | Todas MECÁNICA | VIGENCIA 13845-HASTA 50% EN PAPELES DIETRIX SELECCIONADOS | 31 DE AGOSTO 13914-20% EN OPALINAS DIETRIX SELECCIONADAS | 31 DE AGOSTO 14026-30% EN ROLLOS SELECCIONA
9493,Promociones\JULIO\9493_Compras y max - DESCUENTO ULT PZAS MG 24072024- (1).doc,JULIO,vigencia,vigencia hasta el 11 de agosto 2024,"arto listado de descuentos para los departamentos de MUEBLES, LIBROS Y CHECKOUT. Con vigencia hasta el 11 de agosto 2024. Resaltando en verde los artículos nuevos que se agregaron a este listado. Vigencia:"
9493,Promociones\JULIO\9493_Compras y max - DESCUENTO ULT PZAS MG 24072024- (1).doc,JULIO,vigencia,Vigencia: 26 DE JULIO,osto 2024. Resaltando en verde los artículos nuevos que se agregaron a este listado. Vigencia: 26 DE JULIO AL 11 DE AGOSTO 2024 Exhibición: Colocar stopper de descuento correspondiente. Cualq
9493,Promociones\JULIO\9493_Compras y max - DESCUENTO ULT PZAS MG 24072024- (1).doc,JULIO,hasta el,hasta el 11 de agosto,"ado de descuentos para los departamentos de MUEBLES, LIBROS Y CHECKOUT. Con vigencia hasta el 11 de agosto 2024. Resaltando en verde los artículos nuevos que se agregaron a este listado. Vige"
9494,Promociones\JULIO\9494_PAPELERIA_JULIO 2024 _2.doc,JULIO,dd al dd mes yyyy,26 al 31 Julio 2024,es: | Todas MECÁNICA | VIGENCIA 14119 - 20% EN PRODUCTOS MIQUEL RIUS SELECCIONADOS | 26 al 31 Julio 2024
9494,Promociones\JULIO\9494_PAPELERIA_JULIO 2024 _2.doc,JULIO,vigencia,VIGENCIA 14119 - 20% EN PRODUCTOS MIQUEL RIUS SELECCIONADOS | 26 al 31 Julio 2024,max.com.mx anel.peralta@officemax.com.mx | Tiendas Participantes: | Todas MECÁNICA | VIGENCIA 14119 - 20% EN PRODUCTOS MIQUEL RIUS SELECCIONADOS | 26 al 31 Julio 2024
9497,Promociones\JULIO\9497_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 30.07.24.doc,JULIO,dd.mm.yy,30.07.24,"MODIFICACION DE MECANICAS TECNOLOGÍA 30.07.24 Buena tarde Gerencias, Por este medio les informo que se modifica la mecánica 14055,"
9497,Promociones\JULIO\9497_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 30.07.24.doc,JULIO,dd al dd mes yyyy,01 al 15 de septiembre 2024,"ormo que se modifica la mecánica 14055, se cancela hoy y estará vigente solamente de 01 al 15 de septiembre 2024 14055 - 15% EN MULTIFUNCIONAL BROTHER DCPT220 Ya que entra en una nueva mecánica. Se"
9500,Promociones\JULIO\9500_VISITA A TIENDAS PARA CONTROL DE DAÑOS PRODUCTOS TAKTER.doc,JULIO,dd al dd mes yyyy,1 al 26 de agosto,"s. Por lo tanto, estarán recibiendo una visita del técnico TAKTER en las tiendas del 1 al 26 de agosto, no contamos con fechas exactas por tienda, esto depende de la ruta del técnico. Ped"
9500,Promociones\JULIO\9500_VISITA A TIENDAS PARA CONTROL DE DAÑOS PRODUCTOS TAKTER.doc,JULIO,del X al Y mismo mes,del 1 al 26 de agosto,"endas. Por lo tanto, estarán recibiendo una visita del técnico TAKTER en las tiendas del 1 al 26 de agosto, no contamos con fechas exactas por tienda, esto depende de la ruta del técnico. Ped"
9501,Promociones\JULIO\9501_FINES DE SEMANA 15_ SILLAS Y ESCRITORIOS SELECCIONADOS- MUEBLES.doc,JULIO,vigencia,Vigencia: Todos los sábados y domingos de agosto 2024 Exhibición,"FINES DE SEMANA 15% SILLAS Y ESCRITORIOS SELECCIONADOS- MUEBLES Buen día Gerencias, Vigencia: Todos los sábados y domingos de agosto 2024 Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos participantes"
9502,Promociones\JULIO\9502_Compras y max - ACTUALIZACIÓN DE PRECIO NOTAS FLECHA.doc,JULIO,dd/mm/yyyy,01/08/2024,"e Gerencias, Comparto actualización de precio de venta: Vigencia a partir del jueves 01/08/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9502,Promociones\JULIO\9502_Compras y max - ACTUALIZACIÓN DE PRECIO NOTAS FLECHA.doc,JULIO,vigencia,Vigencia a partir del jueves 01/08/2024,"RECIO NOTAS FLECHA Buena tarde Gerencias, Comparto actualización de precio de venta: Vigencia a partir del jueves 01/08/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9376,Promociones\JUNIO\9376_Compras y max - STAMP STICK SELLO MÁS REFIL POR $399.00.pdf,JUNIO,vigencia,Vigencia del 4 – 15 de junio 2024,98 a $399 501215441 STAMP STICK REFILLK $ 299.00 $ 149.50 $ 149.50 $ 399.00 $ 399.00 Vigencia del 4 – 15 de junio 2024 Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9377,Promociones\JUNIO\9377_Compras y max - HASTA 40_ EN SUMINISTROS DE OFICINA SELECCIONADOS.pdf,JUNIO,vigencia,Vigencia del 4 – 15 junio 2024,PERFORADORA OMX P/CARPETA 3/O 40% 500699881 50069988 - PERFORADORA OMX 20HJS 3/O 40% Vigencia del 4 – 15 junio 2024  13989 - HASTA 40% EN PRODUCTOS LM DE OFICINA SELECCIONADOS: Item_Nbr Item_Desc Des
9377,Promociones\JUNIO\9377_Compras y max - HASTA 40_ EN SUMINISTROS DE OFICINA SELECCIONADOS.pdf,JUNIO,vigencia,Vigencia del 4 – 9 junio 2024,SKING TAPE ADHES AZUL 18mm X 50.27m 20% 500914641 ENGRAPADORA PILOT 1000 GOL M/T 30% Vigencia del 4 – 9 junio 2024 Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9378,Promociones\JUNIO\9378_HASTA 40_ DE DESCUENTO EN ORGANIZACIÓN- ANIVERSARIO.pdf,JUNIO,dd al dd mes yyyy,3 AL 15 DE JUNIO,"Resurtido Perla.ulloa@officemax.com.mx Mecánica 13959 Buen día Gerencias, Vigencia: 3 AL 15 DE JUNIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9378,Promociones\JUNIO\9378_HASTA 40_ DE DESCUENTO EN ORGANIZACIÓN- ANIVERSARIO.pdf,JUNIO,vigencia,Vigencia: 3 AL 15 DE JUNIO,"max.com.mx Resurtido Perla.ulloa@officemax.com.mx Mecánica 13959 Buen día Gerencias, Vigencia: 3 AL 15 DE JUNIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9379,Promociones\JUNIO\9379_HASTA 30_ DE DESCUENTO EN PRODUCTOS DE SEGURIDAD Y LIMPIEZA.pdf,JUNIO,dd al dd mes yyyy,3 al 15 de Junio,"das Resurtido perla.ulloa@officemax.com Mecánica 13958 Buen día Gerencias, Vigencia: 3 al 15 de Junio Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9379,Promociones\JUNIO\9379_HASTA 30_ DE DESCUENTO EN PRODUCTOS DE SEGURIDAD Y LIMPIEZA.pdf,JUNIO,vigencia,Vigencia: 3 al 15 de Junio,"pantes: Todas Resurtido perla.ulloa@officemax.com Mecánica 13958 Buen día Gerencias, Vigencia: 3 al 15 de Junio Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9381,Promociones\JUNIO\9381_Hasta 40_ off en Backpacks IOTZONE seleccionados (1).pdf,JUNIO,dd al dd mes yyyy,04 al 30 de Junio 2024,"ana.penaloza@officemax.com.mx Resurtido Mecánica 13991 Buen día Gerencias, Vigencia: 04 al 30 de Junio 2024 Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9381,Promociones\JUNIO\9381_Hasta 40_ off en Backpacks IOTZONE seleccionados (1).pdf,JUNIO,vigencia,Vigencia: 04 al 30 de Junio 2024,"das viridiana.penaloza@officemax.com.mx Resurtido Mecánica 13991 Buen día Gerencias, Vigencia: 04 al 30 de Junio 2024 Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9382,Promociones\JUNIO\9382_Compras y max - ACTUALIZACIÓN PRECIO PEGAMENTOS.pdf,JUNIO,dd/mm/yyyy,04/06/24,"stros de oficina, para que por favor nos ayuden a validar en POS a partir del martes 04/06/24: SKU DESCR_ NUEVO PV 50102649 50102649 - PEGAMENTO UHU 40GR 1 PIEZA $ 79.90 50102650"
9388,Promociones\JUNIO\9388_DESCUENTOS BED BATH & BEYOND  - MECANICA 13628 - ACTUALIZADO 05.06.24.pdf,JUNIO,dd al dd mes yyyy,01 AL 30 DE JUNIO,"13813 Resurtido Perla.ulloa@officemax.com.mx Mecánica Buen día Gerencias, Vigencia: 01 AL 30 DE JUNIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9388,Promociones\JUNIO\9388_DESCUENTOS BED BATH & BEYOND  - MECANICA 13628 - ACTUALIZADO 05.06.24.pdf,JUNIO,vigencia,Vigencia: 01 AL 30 DE JUNIO,"max.com.mx 13813 Resurtido Perla.ulloa@officemax.com.mx Mecánica Buen día Gerencias, Vigencia: 01 AL 30 DE JUNIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9389,Promociones\JUNIO\9389_VENTA NOCTURNA – COMPRA 1 Y LLÉVATE EL SEGUNDO CON EL 50_ DE DESCUENTO EN CONTENEDOR P ALACENA (1).pdf,JUNIO,dd al dd mes yyyy,10 AL 14 DE JUNIO,"Resurtido perla.ulloa@officemax.com.mx Mecánica 14000 Buen día Gerencias, Vigencia: 10 AL 14 DE JUNIO Exhibición: Exhibir el producto con su respectivo maxvalue. Productos participantes:"
9389,Promociones\JUNIO\9389_VENTA NOCTURNA – COMPRA 1 Y LLÉVATE EL SEGUNDO CON EL 50_ DE DESCUENTO EN CONTENEDOR P ALACENA (1).pdf,JUNIO,vigencia,Vigencia: 10 AL 14 DE JUNIO,"max.com.mx Resurtido perla.ulloa@officemax.com.mx Mecánica 14000 Buen día Gerencias, Vigencia: 10 AL 14 DE JUNIO Exhibición: Exhibir el producto con su respectivo maxvalue. Productos participantes:"
9390,Promociones\JUNIO\9390_VENTA NOCTURNA – COMPRA 1 Y LLÉVATE LA SEGUNDA CON EL 50_ DE DESCUENTO EN CAJA PLÁSTICA.pdf,JUNIO,dd al dd mes yyyy,10 AL 14 DE JUNIO,Resurtido perla.ulloa@officemax.com.mx Mecánica 14001 Buen día Gerencias. Vigencia: 10 AL 14 DE JUNIO Exhibición: Exhibir el producto con su respectivo MAXVALUE. Productos participantes:
9390,Promociones\JUNIO\9390_VENTA NOCTURNA – COMPRA 1 Y LLÉVATE LA SEGUNDA CON EL 50_ DE DESCUENTO EN CAJA PLÁSTICA.pdf,JUNIO,vigencia,Vigencia: 10 AL 14 DE JUNIO,tes: Todas Resurtido perla.ulloa@officemax.com.mx Mecánica 14001 Buen día Gerencias. Vigencia: 10 AL 14 DE JUNIO Exhibición: Exhibir el producto con su respectivo MAXVALUE. Productos participantes:
9391,Promociones\JUNIO\9391_CAMBIO PV – MUEBLES JUNIO.pdf,JUNIO,dd/mm/yyyy,07/06/2024,les del departamento de MUEBLES. Pedimos su apoyo validando este cambio a partir del 07/06/2024. Favor de señalizar con el material POP “ANTES : AHORA”. Productos participantes 5 5
9393,Promociones\JUNIO\9393_Compras y max - ANIVERSARIO 30_ EN PRODUCTOS SELECCIONADOS 3M.doc,JUNIO,vigencia,Vigencia del 10 – 16 de junio 2024,e productos que aplican para la mecánica: 14002 - 30% EN PRODUCTOS 3M SELECCIONADOS: Vigencia del 10 – 16 de junio 2024 Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9394,Promociones\JUNIO\9394_Compras y max - ACTUALIZACIÓN DE PRECIOS NUEVOS PRODUCTOS NAVITEK.doc,JUNIO,dd/mm/yyyy,12/06/2024,"cios de venta de los nuevos productos marca navitek: Vigencia a partir del miércoles 12/06/2024 y hasta nuevo aviso. Los productos ya comenzaron a llegar a sus tiendas, favor de ex"
9394,Promociones\JUNIO\9394_Compras y max - ACTUALIZACIÓN DE PRECIOS NUEVOS PRODUCTOS NAVITEK.doc,JUNIO,vigencia,Vigencia a partir del miércoles 12/06/2024,"s, Comparto actualización de precios de venta de los nuevos productos marca navitek: Vigencia a partir del miércoles 12/06/2024 y hasta nuevo aviso. Los productos ya comenzaron a llegar a sus tiendas, favor de ex"
9396,Promociones\JUNIO\9396_PAPELERIA_JUNIO_2024.doc,JUNIO,dd al dd mes yyyy,14 AL 30 Junio 2024,cipantes: | Todas Mecánica | VIGENCIA 14021 - HASTA 30% EN PRODUCTOS SELECCIONADOS | 14 AL 30 Junio 2024 14022 - HASTA 30% EN PRODUCTOS HAPPY PLANNER SELECCIONADOS | 14 AL 30 Junio 2024 140
9396,Promociones\JUNIO\9396_PAPELERIA_JUNIO_2024.doc,JUNIO,dd al dd mes yyyy,13 AL 30 Junio 2024,ER SELECCIONADOS | 14 AL 30 Junio 2024 14017 - PRODUCTO ADOPTADO PAPELERÍA - JUNIO | 13 AL 30 Junio 2024 14012 - HASTA 40% EN PRODUCTOS STABILO SELECCIONADOS | 16 AL 30 JUNIO 2024 14016 - H
9396,Promociones\JUNIO\9396_PAPELERIA_JUNIO_2024.doc,JUNIO,dd al dd mes yyyy,16 AL 30 JUNIO 2024,- JUNIO | 13 AL 30 Junio 2024 14012 - HASTA 40% EN PRODUCTOS STABILO SELECCIONADOS | 16 AL 30 JUNIO 2024 14016 - HASTA 20% EN PRODUCTOS BIC SELECCIONADOS | 16 AL 22 JUNIO 2024 14015 - HASTA
9396,Promociones\JUNIO\9396_PAPELERIA_JUNIO_2024.doc,JUNIO,dd al dd mes yyyy,16 AL 22 JUNIO 2024,LECCIONADOS | 16 AL 30 JUNIO 2024 14016 - HASTA 20% EN PRODUCTOS BIC SELECCIONADOS | 16 AL 22 JUNIO 2024 14015 - HASTA 30% EN PRODUCTOS BIC SELECCIONADOS | 23 AL 30 JUNIO 2024 13964 - BACKP
9396,Promociones\JUNIO\9396_PAPELERIA_JUNIO_2024.doc,JUNIO,dd al dd mes yyyy,23 AL 30 JUNIO 2024,LECCIONADOS | 16 AL 22 JUNIO 2024 14015 - HASTA 30% EN PRODUCTOS BIC SELECCIONADOS | 23 AL 30 JUNIO 2024 13964 - BACKPACK YADATEX A $599 | 17 AL 30 JUNIO 2024 14014 - HASTA 30% EN PRODUCTOS
9396,Promociones\JUNIO\9396_PAPELERIA_JUNIO_2024.doc,JUNIO,dd al dd mes yyyy,17 AL 30 JUNIO 2024,PRODUCTOS BIC SELECCIONADOS | 23 AL 30 JUNIO 2024 13964 - BACKPACK YADATEX A $599 | 17 AL 30 JUNIO 2024 14014 - HASTA 30% EN PRODUCTOS ALFRA SELECCIONADOS | 16 AL 30 JUNIO 2024 14013 - HAS
9396,Promociones\JUNIO\9396_PAPELERIA_JUNIO_2024.doc,JUNIO,vigencia,VIGENCIA 14021 - HASTA 30% EN PRODUCTOS SELECCIONADOS | 14 AL 30 Junio 2024,max.com.mx anel.peralta@officemax.com.mx | Tiendas Participantes: | Todas Mecánica | VIGENCIA 14021 - HASTA 30% EN PRODUCTOS SELECCIONADOS | 14 AL 30 Junio 2024 14022 - HASTA 30% EN PRODUCTOS HAPPY PLANNER SELECCIONADOS | 14 AL 30 Junio 2024 140
9399,Promociones\JUNIO\9399_Compras y max - ACTUALIZACIÓN DE PRECIO CINTA EMPAQUE OMX.doc,JUNIO,dd/mm/yyyy,15/06/2024,"e Gerencias, Comparto actualización de precio de venta: Vigencia a partir del sábado 15/06/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9399,Promociones\JUNIO\9399_Compras y max - ACTUALIZACIÓN DE PRECIO CINTA EMPAQUE OMX.doc,JUNIO,vigencia,Vigencia a partir del sábado 15/06/2024,"CINTA EMPAQUE OMX Buena tarde Gerencias, Comparto actualización de precio de venta: Vigencia a partir del sábado 15/06/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9400,Promociones\JUNIO\9400_3x2 EN CAJAS PLÁSTICAS - JUNIO.doc,JUNIO,dd al dd mes yyyy,15 AL 30 DE JUNIO,"3x2 EN CAJAS PLÁSTICAS Buen día Gerencias, Vigencia: DEL 15 AL 30 DE JUNIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9400,Promociones\JUNIO\9400_3x2 EN CAJAS PLÁSTICAS - JUNIO.doc,JUNIO,del X al Y mismo mes,DEL 15 AL 30 DE JUNIO,"3x2 EN CAJAS PLÁSTICAS Buen día Gerencias, Vigencia: DEL 15 AL 30 DE JUNIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9400,Promociones\JUNIO\9400_3x2 EN CAJAS PLÁSTICAS - JUNIO.doc,JUNIO,vigencia,Vigencia: DEL 15 AL 30 DE JUNIO,"3x2 EN CAJAS PLÁSTICAS Buen día Gerencias, Vigencia: DEL 15 AL 30 DE JUNIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9402,Promociones\JUNIO\9402_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA.docx,JUNIO,dd al dd mes yyyy,14 al 30 de junio,20% EN AUDÍFONOS STUK DIAMANTE BCO Quedando de la siguiente manera con vigencia del 14 al 30 de junio 3.- Se reactiva la siguiente mecánica con vigencia del 18 al 30 de junio: 13939 - 30
9402,Promociones\JUNIO\9402_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA.docx,JUNIO,dd al dd mes yyyy,18 al 30 de junio,igencia del 14 al 30 de junio 3.- Se reactiva la siguiente mecánica con vigencia del 18 al 30 de junio: 13939 - 30% EN COMBO TECLADO/MOUSE COLORS 4.- se activa la mecánica 14027 con vigen
9402,Promociones\JUNIO\9402_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA.docx,JUNIO,dd al dd mes yyyy,17 al 25 de junio,- 30% EN COMBO TECLADO/MOUSE COLORS 4.- se activa la mecánica 14027 con vigencia del 17 al 25 de junio 14027 - 30% EN NO BREAKS FORZA SELECCIONADOS Cualquier duda favor de comunicarse a l
9402,Promociones\JUNIO\9402_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA.docx,JUNIO,del X al Y mismo mes,del 14 al 30 de junio,93 - 20% EN AUDÍFONOS STUK DIAMANTE BCO Quedando de la siguiente manera con vigencia del 14 al 30 de junio 3.- Se reactiva la siguiente mecánica con vigencia del 18 al 30 de junio: 13939 - 30
9402,Promociones\JUNIO\9402_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA.docx,JUNIO,del X al Y mismo mes,del 18 al 30 de junio,on vigencia del 14 al 30 de junio 3.- Se reactiva la siguiente mecánica con vigencia del 18 al 30 de junio: 13939 - 30% EN COMBO TECLADO/MOUSE COLORS 4.- se activa la mecánica 14027 con vigen
9402,Promociones\JUNIO\9402_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA.docx,JUNIO,del X al Y mismo mes,del 17 al 25 de junio,939 - 30% EN COMBO TECLADO/MOUSE COLORS 4.- se activa la mecánica 14027 con vigencia del 17 al 25 de junio 14027 - 30% EN NO BREAKS FORZA SELECCIONADOS Cualquier duda favor de comunicarse a l
