prod_nbr,prod_nm,dept_cd,apparent_unit_cost
50123660,ESPEJO DOBLE CON AUMENTO GRIS,1,465.192
50123661,ESPEJO PARA PUERTA BLANCO,1,396.858
50123662,ESPEJO PARA PUERTA NEGRO,1,396.417
50123686,LIBRERO CON 3 REPISAS NEGRO,1,1048.152
50123687,LIBRERO 5 REPISAS CHAPA LAMINADO NEGRO,1,97.314
50123689,LOCKER MULTIUSOS METAL ROSA PASTEL,1,4728.276
50123690,MESA AUXILIAR DE ALUMINIO GRIS,1,610.974
50123691,MESA AUXILIAR DE MADERA DE CAUCHO NEGRO,1,510.93
50123693,MESA AUXILIAR PLEGABLE ACERO AMARILLO,1,870.639
50123694,MESA AUXILIAR PLEGABLE ACERO CORAL,1,851.172
50123695,MESA AUXILIAR PLEGABLE MIMBRE CAFE,1,1077.048
50123699,MESAS AUX EGD CAFE NOGAL 5PZS,1,2406.789
50123701,MUEBLE ORGANIZADOR BANO ACERO INOX,1,946.743
50123703,MUEBLE ORGANIZADOR 3 COMP GRIS,1,846.489
50123729,PERCHERO METAL HOME CON SOPORTE PARAGUAS,1,1709.799
50123730,PERCHERO METAL BLANCO COCO,1,1363.866
50123731,PERCHERO METAL 2 NIVELES NATURAL BLANCO,1,2038.428
50123732,PERCHERO PARED MADERA C GANCH CAFE CLARO,1,554.694
50123733,PERCHERO PUERTA METAL SQUARED AWAY,1,384.237
50123770,RELOJ MADERA PARED 30 CM,1,603.288
50123785,SET MUEBLES EXT MADERA NATURAL 3 PZS,1,7829.157
50123792,SILLA ACERO EXTERIORES NATURAL,1,1573.278
50123794,SILLA APILABLE MIMBRE CAFE,1,1922.634
50123795,SILLA CON RUEDAS METAL GRIS,1,4874.667
50123796,SILLA BARRA COCINA MADERA GIRATORI BLANC,1,3163.419
50123797,SILLA PLEGABLE ACERO INOX EXTERIOR GRIS,1,1692.306
50123798,SILLA PLEGABLE POLIESTER NEGRO,1,1079.274
50123800,TAPATE BANO ALGODON  53X86 GRIS CLARO,1,354.711
50123801,TAPATE BANO ALGODON  53X86 GRIS HIERRO,1,442.386
50123802,TAPETE ALGODON BANO AZUL NEBLINA,1,789.957
50123804,TAPETE BANO ALGODON 1.52 M GRIS CLARO,1,710.64
50123805,TAPETE BANO ALGODON 1.52 M GRIS HIERRO,1,672.714
50123806,TAPETE BANO ALGODON 43X60 GRIS HIERRO,1,231.714
50123807,TAPETE BANO GRIS VERDOSO,1,939.981
50123808,TAPETE PET RECICLADO BANO LISO CREMA,1,383.565
50123809,TAPETE BANO CAFE,1,531.51
50123810,TAPETE BANO CAFE,1,427.749
50123811,TAPETE BANO EN HERRADURA CREMA,1,383.544
50123812,TAPETE RECICLADO BANO CROMO,1,800.877
50123813,TAPETE GD BANO STUDIO 3B BLANCO ALEACION,1,337.071
50123814,TAPETE M BANO STUDIO 3B MULTICOLOR,1,332.178
50123816,TAPETE BANO ALGODON 1.01 M GRIS HIERRO,1,664.419
50123817,TAPETE BANO ALGODON 43X60 CM GRIS CLARO,1,269.745
50123818,TAPETE BANO ALGODON 53X86 CM GRIS CIELO,1,426.804
50123819,TAPETE BANO ULT SOFT 53X86 CROMO,1,561.288
50123820,TAPETE BANO ULT SOFT 53X86 GRIS PALOMA,1,561.435
50123821,TAPETE BANO ULT SOFT 53X86 GRIS HIERRO,1,1121.379
50123822,TAPETE BANO ULT SOFT 53X86 CROMO,1,1319.661
50123823,TAPETE BANO NOODLE VERDE JADE,1,291.375
50123824,TAPETE BANO SIMPLY ESSENTIAL AZUL MARINO,1,227.514
50123869,ZAPATERA APILABLE METAL 4 NIVELES NEGRO,1,855.561
50123870,ZAPATERA DESMONTABLE  2 NIVELES,1,440.748
50123871,ZAPATERA METAL PERFORADA 3 NIVELES,1,1150.359
50123872,ZAPATERA PUERTA 24 COMP,1,247.653
50123873,ZAPATERA PUERTA 24 COMP GRIS OSTION,1,303.618
50125155,ESTACION DE TRABAJO CREDENZAS Y GABETA,1,14826
50125156,ESCRITORIO EN L MERSIN 2 CAJONES,1,5814.9
50125157,LIBRERO COLOR NOGAL CUATRO REPISAS,1,3420.9
50125158,LIBRERO GRIS RAYADO DOS REPISAS,1,2192.4
50125393,SILLA DE OFICINA CHARLOTTE,1,2113.441423
50125394,SILLA DE OFICINA YORK,1,3110.084907
50125395,SILLA DE OFICINA TULSA,1,2235.375033
50125396,SILLA DE OFICINA SORIA,1,4211.389714
50125397,SILLA EJECUTIVA CARLSEN,1,3635.532673
50125398,SILLA EJECUTIVA POLGAR,1,4979.144934
50125399,ESCRITORIO DE TRABAJO LASKER,1,4585.734034
50125400,ESCRITORIO EN L GANTE,1,4798.706729
50125401,ESCRITORIO DE TRABAJO PHOENIX,1,3858.343871
50125402,ESCRITORIO DE TRABAJO THEUX,1,4869.795148
50125403,ESCRITORIO DE TRABAJO THUN,1,4589.34
50125404,ESCRITORIO EN L LYON,1,6297.461385
50125405,ESCRITORIO EN L TARENTO,1,4397.265569
50125406,ARCHIVERO 2 GAVETAS GRIS MELAMINA,1,2229.885
50125407,ARCHIVERO 2 GAVETAS GRIS MELAMINA,1,2324.154525
50125408,LIBRERO MELAMINA OPORTO,1,3490.512078
50125409,SILLA DE VISITA BURSA,1,3387.51
50125410,SILLA DE OFICINA,1,2201.282601
50125411,SILLA EJECUTIVA ADANA,1,4065.339213
50125412,SILLA GAMER KIOTO,1,4633.701141
50125413,SILLA DE OFICINA MISURI,1,4518.948
50125414,SILLA DE OFICINA OMAHA,1,5300.673
50125415,SILLA EJECUTIVA TACOMA,1,8900.552027
50125416,ARCHIVERO BLANCO CURVE,1,3854.739
50125683,SILLA EJECUTIVA TACOMA GRIS,1,8959.02
50125684,ARCHIVERO NEGRO CURVE,1,3830.571741
50125719,ESCRITORIO ESTUDIANTIL DRESDE,1,2824.227
50125720,ESCRITORIO ESTUDIANTIL DUBLIN,1,2731.988187
50125721,ESCRITORIO ESTUDIANTIL MINSK,1,2269.974
50125905,1200 CREDENZA EMERGE CON 3 PUERTAS,1,9235.8
50125998,VAJILLERO BERGEN,1,3081.204
50126090,REPISA PARA PARED CON TOALLERO NIQUEL,1,808.206
50126093,REPISA DE MADERA DE 91.44 CM NATURAL,1,992.607
50127642,SILLA EJECUTIVA PREMIUM OHARE,1,7348.488
50127643,SILLA EJECUTIVA PREMIUM VERONA,1,15452.37434
50127644,SILLA EJECUTIVA PREMIUM VELSEN,1,6180.279
50127645,SILLA EJECUTIVA PREMIUM DAMEN,1,18499.67303
50127647,ARCHIVERO 2 GAVETAS CARTA NEGRO,1,3252.9
50127936,CAJA DE SEGURIDAD PARA LAPTOP SILVERLINE,1,4392.574836
50128402,MESA PLAGABLE LAMINADO PLASTICO,1,12008.262
50128953,ARCHIVERO MOVIL EMERGE CON 3 CAJONES,1,6594
50129024,ESCRITORIO ESTUDIANTIL NILO,1,1444.8
50129107,MESA DE JUNTAS DANISH,1,15874.5608
50129313,ESCRITORIO DE TRABAJO CASCIA B,1,4189.785382
50129314,ESCRITORIO EN L NOVA,1,5589.691406
50129396,BANCO LABORATORIO PLASTICO,1,1848.42
50129849,SILLA BASICA DE OFICINA DOHA,1,1245.392255
50129850,SILLA BASICA DE OFIC BELFOR NG,1,2191.052625
50129851,SILLA BASIC DE OFIC BRISTOL NG,1,1220.73
50129981,ESCRITORIO APOLO,1,1675.8
50129982,ESCRITORIO PROFESIONAL ESCUADR FLORENCIA,1,5376
50129983,MESA DE JUNTAS REDONDA NAPOLI,1,3885
50129984,MESA DEJUNTAS REDONDA POLAR,1,3885
50129985,MESA DE JUNTAS 6P,1,6699
50130048,PUFF PARA INTERIOR Y EXTERIOR AZUL,1,1649.697
50130050,PUFF PARA INTERIOR Y EXTERIOR NEGRO,1,1649.697
50130068,SOFA DE 3 PLAZAS NEGRO,1,15282.477
50130079,SOFA DE 2 PLAZAS CON TAPIZ ROSA,1,10014.312
50130080,SOFA DE 2 PLAZAS CON TAPIZ BEIGE,1,10014.312
50130083,SOFA 3 PLAZAS EN TAPIZADO ROSA,1,11464.005
50130087,SOFA 2 PLAZAS EN  GRIS OSCURO,1,8507.289
50130088,SILLON INDIVIDUAL TAPIZADO ROJO,1,5993.967
50130105,SILLON 1 PLAZA NARANJA,1,7217.637
50130106,SILLON 1 PLAZA DE TERCIOPELO AZUL,1,7217.637
50130108,SOFA 2 PLAZAS DE TERCIOPELO GRIS,1,10016.118
50130110,SOFA 2 PLAZAS MADIS2PLZ-ESM,1,10016.118
50130175,SILLON DE 1 PLAZA COLOR AMARILLO,1,6060.663
50130286,SET MESAS CENTRO CRISTAL SET-MC-KENDAL,1,10625.475
50130344,CAJONERA NEGRO Y NOGAL  86010GMDJ,1,10427.718
50130357,ESCRITORIO RECT COLOR MADERA K3288643,1,4400.088
50130367,MESA RECTANGULAR MADERA M-TOLIX,1,5280.24
50130368,SILLA RETRO NEGRAMETAL  S-TOLIX-NG,1,2053.548
50130434,ARCHIVERO 3 GAVETAS METALICO,1,6315.54
50130435,ESCRITORIO DE TRABAJO REUS,1,2042.288381
50130436,SILLA PLEGABLE NAIROBI,1,727.146
50130437,ESCRITORIO DE TRABAJO CORK,1,2515.757911
50130438,ESCRITORIO DE TRABAJO ROSKILDE,1,2178.957178
50130439,ESCRITORIO DE TRABAJO BOLZANO,1,2129.656402
50130440,ESCRITORIO EN L,1,2608.399279
50130441,ESCRITORIO EN L LEIDEN,1,4202.495492
50130442,SILLA DE OFICINA NOVARA GRIS,1,5040.819
50130443,SILLA EJECUTIVA NAMUR,1,3786.188251
50130444,SILLA EJECUTIVA PARLA,1,3752.052563
50130445,SILLA EJECUTIVA CARUANA,1,4206.94459
50130446,SILLA DE OFICINA LIREN,1,3762.339
50130495,ESCRITORIO DE TRABAJO OSLO,1,2811.963
50130496,ESCRITORIO DE TRABAJO BREMEN,1,4276.358231
50130497,ESCRITORIO DE TRABAJO SEGOVIA,1,3910.872
50130498,ESCRITORIO DE TRABAJO MARSELLA,1,4459.949128
50130499,ESCRITORIO DE TRABAJO CRACOVIA,1,3756.13321
50130500,ESCRITORIO EN L TALLIN,1,5054.31275
50130501,ESCRITORIO ESTUDIANTIL BONN,1,3399.606
50130502,ESCRITORIO ESTUDIANTIL IBIZA,1,2062.725
50130503,ESCRITORIO ESTUDIANTIL NIZA,1,4268.691
50130504,LIBRERO GRANADA,1,2189.544
50130505,SILLA DE OFICINA NAPOLI,1,2655.82848
50130506,SILLA DE OFICINA FIRENZE,1,3344.46
50130507,SILLA DE OFICINA KIEL,1,3303.72
50130508,SILLA DE OFICINA TRALEE,1,2592.807
50130509,SILLA DE OFICINA TUAM,1,3057.910356
50130510,SILLA DE OFICINA BRIVA,1,2255.256489
50130511,SILLA DE OFICINA MADEIRA,1,2383.970734
50130512,SILLA DE OFICINA BUCAREST,1,3195.504909
50130513,SILLA DE VISITA BERNA,1,2030.764204
50130514,SILLA DE VISITA RENNES,1,1107.319249
50130515,SILLA EJECUTIVA VILNA,1,3449.252316
50130516,SILLA EJECUTIVA KAUNAS,1,4428.268074
50130517,SILLA EJECUTIVA BREDA,1,4956.315
50130518,SILLA GAMER GANTE,1,2940.800952
50130527,TAPETE BROCAD SPAGHETTI CH,1,105
50130531,TAPETE PANAL CH,1,294
50130673,SILLA DE OFICINA NOVARA VERDE,1,5040.819
50130680,SILLA EJECUTIVA PREMIUM VERDE DAMEN,1,18535.52322
50130681,SILLA EJECUTIVA PREMIUM BLANCO VERONA,1,15565.746
50130683,SILLA DE OFICINA MELBOURNE,1,2295.383487
50130691,SILLA DE OFICINA FIRENZE NEGRA,1,3187.12918
50130832,Librero Madera Escalera Blanco 6 Modulos,1,4938.297
50131198,ESTACION DE TRABAJO EN ESCUADRA SAMARA,1,8725.5
50131344,ARCHIVERO 3 GAVETAS DE COMBINACION,1,3869.102323
50131460,MESA DE TRABAJO TABLE UP ALFRA,1,4993.086
50131531,BANCO MEGA,1,109.2
50131532,SILLA SOFIA,1,567
50132091,SILLON DICASA COOPER GRIS OSCURO,1,4524.051
50132255,LAMPARA FIGURA DE STITCH BLINK,1,496.839
50132256,LAMPARA FIGURA DE STICH LUNA BLINK,1,795.564
50132638,RESTIRADOR DE ESCRITORIO,1,1769.439
50132639,RESTIRADOR TRASPLAN LUX 60X90,1,6705.3
50133114,TAPETE SIKARAI,1,157.5
50133177,TAPETE PARA MOSTRADOR BUBBLE MAT,1,627.9
50133178,SILLA RESPALDO ERGONOMICO POLIPROPILENO,1,5024.271
50133216,MESA Y SILLAS INF MONTESSORI MAD SHIMY,1,3537.681
50133352,LOCKER METALICO 4 PUERTAS 9X34X180 GRIS,1,3799.929
50133353,ESCRITORIO INFANTIL C SILLA ALONZO,1,2299.5
50133354,ESCRITORIO AJUST MANUAL 10070 BL RANDU,1,10953.852
50133374,ESCRITORIO AJUST ELEC EST 10106 BL RANDU,1,13207.74
50133984,MESA TOP LIVING MODERNO MADERA CATTE,1,1478.568
50134075,SILLA OFICINA OPERATIVA MESH BASECROMADA,1,1124.235
50134279,LOCKER STD 5 PUERTAS VENTILA GRIS,1,3478.65
50134287,SILLA MULTIUSOS DE TUBO OVALADO LINEA 40,1,3397.8
50134288,BANCA DE 3 PLAZAS DYNOS,1,14588.7
50134509,ESCRITORIO EN L CAJONES EMERGE 1500 BL,1,13887.3
50134550,MODAMOB SILLA PLEGABLE VC028,1,912.051
50134555,MESA PLEGABLE GAON PORTAFOLIO 1.80M,1,1446.459
50134714,LIBRERO PUERTA RETRACTIL CON CERRADURA,1,10237.5
50134780,SILLA OPERATIVA CAJERO LACERTA NEGRO,1,8157.429
50134930,ESCRITORIO ESTUDIANTIL CLARE 2,1,2611.98
50135032,GAVETERO MODULAR ECLYPSE 4 NIV BLANCO,1,1052.31
50135033,GAVETERO CROCHET 4 NIVELES SPACE,1,1054.704
50135087,SILLA MULTIUSOS LINEA 40 PM STEELE,1,2021.25
50135420,BANCO REDONDO ALTO CON ARO,1,3383.625
50135441,SILLA EJECUTIVA BRUSELAS,1,3335.882189
50135445,SILLA EJECUTIVA BILBAO,1,3344.481
50135446,SILLA DE OFICINA PALERMO,1,3161.801691
50135447,ESCRITORIO DE TRABAJO ALICANTE,1,4021.71
50135680,SILLA PARA RESTIRADOR BURDEOS,1,3307.5
50135681,SILLA DE OFICINA COLMAR,1,3307.5
50135684,ESCRITORIO EN L LAOS NEGRO SOCKET,1,1877.4
50135766,LOCKER STD 4 PUERTAS VENTILA GRIS,1,3639.3
50135877,MODAMOB MESA PLEGABLE ZLSJ7680,1,718.704
50135895,MESA ACERO INOXIDABLE FERRINOX,1,7601.622
50135896,ANAQUEL ALAMBRE URREA 4 NIV,1,12627.153
50135897,PUPITRE MESABANCO CAL 18,1,4519.83
50135962,BANCO MULTIFUNCIONAL SELECT SHOP,1,903.357
50135980,SILLA EJECUTIVA AOKU ERGONOMICA NEGRA,1,2614.416
50135997,MESA PLEGABLE LIFETIME 183CM PORTAFOLIO,1,2344.734
50136179,LUMOKU JUEGO REPISA FLOTANTE 6PZA,1,957.663
50136182,BANCA LINEA 3 PLAZAS MARBELLA,1,15030.393
50136183,LOCKER TROYA 4 PUERTAS VENTILA GRIS,1,3591
50136561,SET DE 3 ESPEJOS DE PARED TRIANGULAR,1,335.643
50136562,SET DE 3 ESPEJOS DE PARED CIRCULAR,1,487.725
50137016,SILLA ESCRITORIO FURNITURE INFANTIL AZUL,1,1587.831
50137027,LOCKER STD 4 PUERTAS VENTILA ROJO CHAPA,1,6982.5
50137302,BANCO PLEGABLE NEGRO CON RESPALDO,1,1491
50137346,SILLA CARNATION AZUL FURTINURE,1,2351.643
50137349,LOCKER TROYA 2  PUERTAS GRIS,1,4082.4
50137350,LOCKER  ESPECIAL 2 PUERTAS VENTILA GRIS,1,4770.36
50137392,ESTANTE 6 NIV 182 X 106 X 40.6 PLATA,1,5914.839
50137398,RACK ESPIGUERO 15 CHAROLAS ACERO INOX,1,12706.806
50137529,SILLA MULTIUSOS BASE DE ALUMINIO PMS,1,9602.859
50137544,BANCO REDONDO CAJERO CROMADO,1,4280.619
50137643,MESA TRABAJO MADERA MAEMTTES,1,19173.357
50137644,MESA YAM PLEGABLE PORTAFOLIO 180CM,1,1446.48
50137645,ANAQUEL ORG METAL 5 NIV CUORY,1,993.888
50137646,ESTANTE ALMACENAM METAL 5 NIV KACOTA,1,1368.486
50137700,SILLA AURIGA TELA ADISSON BASE ALUMINIO,1,9602.859
50137714,MESA TRABAJO WORKESS 7 NIV,1,9762.606
50137716,SILLA OPERATIVA CORVI ASIENTO TAPIZADO,1,7129.332
50137747,ESTANTERIA ANAQUEL ESQUELETO 937EETV,1,4873.134
50137839,LOCKER 3 PUERTAS VENTILA EN GRIS LL3VG,1,3177.3
50137846,SILLA CROMADA COMEDOR PLASTICO SHELL,1,4407.06
50010638,CINTA DYMO P/ROT 12MM NGO/TRAN,2,429.3695136
50010645,CINTA DYMO P/ROT 12MM NGO/BLA,2,433.6896471
50011569,CINTA BROTHER P/ROT 12MM,2,353.43075
50011573,CINTA BROTHER P/ROT 18MMNE-BLA,2,528.8044433
50011575,CINTA BROTHER P/ROT 12MM NE/BL,2,434.3095676
50024071,CINTA BROTHER P/ROT 12MM BC/NE,2,301.4420592
50024735,CINTA BROTHER P/ROT 12MM NE/TR,2,414.358834
50042517,TRITURADORA ROYAL CX6 6 HOJAS,2,1772.673
50052755,TRITURADORA ROYAL RL70 16H,2,6950.346113
50053921,CINTA DYMO METALICA,2,182.6675657
50053922,CINTA DYMO BLANCA PLASTIFICADA,2,190.6970286
50053923,CINTA DYMO PLASTIFICADA AMARIL,2,182.2349439
50054625,CALCULADORA ROYAL ESCR CE250,2,205.6494602
50055120,CALCULADORA CELICA CA-83BE,2,371.5349167
50055939,Calculadora Royal C00222,2,53.08853655
50057563,CABLE GE P/LINEA TEL FIJA 4.5M,2,104.1103583
50058485,CINTA DYMO BLANCO PERLA PAPEL,2,184.0832948
50065514,CABLE GE EXTENSION USB 6FT,2,107.1504
50065515,CABLE USB 6FT KIT 4ADAPT GE,2,298.4928411
50066799,PRESENTADOR LASER TECHZONE,2,458.178
50068158,TRITURADORA ROYAL SC120 12 HOJ,2,3397.92064
50069318,RODILLO ENTINTADOR CASIO IR40T,2,147.08225
50069535,CABLE HDMI GE 3FT NEGRO,2,150.4079937
50069536,CABLE HDMI GE 6 FT NEGRO,2,184.442096
50069729,SUPRESOR DE PICOS PARED OMX,2,148.7081393
50069774,REGULADOR KOBLENZ BP-1400-I,2,772.5234013
50069993,ETIQUETA DYMO 59X102MM  30256,2,296.1
50070104,CABLE MICRO USB GE 6FT NEGRO,2,135.2400582
50070608,EXTENSION GE 9FT 3 ENTRADAS,2,339.7486348
50070977,REGULADOR KOBLENZ ER-2550,2,1663.945075
50070978,REGULADOR KOBLENZ  RI2502 / RLB-2603 GC,2,2414.976375
50072068,CALCU ROYAL BOLSILLO FLEX,2,132.3
50073384,NO BREAK KOBLENZ 7016USB/R,2,2982.0105
50077022,CALCU CASIO BOLS SL-797TV-GD,2,150.654
50077023,CALCU CASIO BOLSILLO HL-820VA,2,125.5390926
50077025,CALCULADORA CASIO ESCR DX-120S,2,373.9978036
50085892,DESPACHADOR AGUA DE MESA ROYAL,2,1915.870358
50086188,CALCU ROYAL ESCRIT DUAL COLOR,2,167.3315606
50086950,DESPACHADOR DE AGUA,2,3465
50087250,REGULADOR KOBLENZ ER-2000,2,987.3519325
50087252,REGULADOR KOBLENZ ER-2250,2,1269.888515
50088665,EXTENSION GE 8FT 3 CONTACTOS,2,212.73
50089778,CALCULADORA CASIO ESCR GX-120B,2,438.9364652
50089781,CALCULADORA CASIO FX-7400 GRAF,2,1524.728172
50089783,CALCULADORA CASIO ESCR AX-120B,2,339.6329468
50090574,CALCULADORA BOLSILLO 8 DIGITOS,2,38.346
50090575,CALCULADORA BOLSILLO,2,44.34796154
50091741,ROTULADOR BROTHER PTD210,2,1328.802186
50092052,NO BREAK SMARTBITT 500VA/250W,2,1618.575667
50092053,NOBREAK SMARTBITT 750VA/375W MICRO,2,1861.95374
50092679,CALCU CELICA BOLSILLO CA-913,2,145.7945006
50092680,CALCU CELICA BOLSILLO CA-200II,2,166.7463928
50092681,CALCU CELICA ESCR CA-351A,2,263.1179413
50092705,CALCULADORA CELICA ESCR CA-018,2,307.2703004
50092706,CALCULADORA CELICA ESCR CA-289,2,511.1183895
50092707,CALCU CELICA CIENT CA-83 BK,2,376.1082469
50092708,CALCU CELICA CIENTIFICA 401FUN,2,560.8572234
50092961,ROTULADOR BROTHER PT-M95,2,1028.766738
50093278,SUPRESOR PICOS KOBLENZ SS-550,2,381.971973
50093279,SUPRESOR PICOS KOBLENZ SS-2100,2,635.780998
50093511,CABLE GE HDMI SERIE PRO ETHERN,2,476.847
50093697,HORNO DE MICROONDAS WHIRLPOOL,2,4237.8
50095743,CALCU CASIO ESCR MS-20UC NEGRO,2,294.714
50095745,CALCU CASIO ESCR MS-20UC AZUL,2,294.6167089
50095747,CALCU CASIO ESCR MS-20UC ROSA,2,294.714
50095750,CALCU CASIO BOLSILLO SL-310UC,2,216.7309701
50096376,CALCU CASIO MS-120BM,2,309.246
50096707,CALCULADORA CELICA ESCR 12 DIG,2,389.5253158
50097307,CALCULADORA ESC 12 DIG 7806CDE,2,172.2664748
50097422,CALCULADORA CASIO FX-82EX,2,488.964
50097939,CALCULADORA CELICA BOLS 8DIG,2,81.83706402
50099680,NO BREAK KOBLENZ 520VA/240W 6C,2,1980.407261
50099682,SUPRESOR KOBLENZ SS-460J,2,268.4517832
50099691,SUPRESOR KOBLENZ SS-420J,2,200.3584373
50100402,REGULADOR SMARTBITT 1350VA/675,2,600.9590493
50100403,NO BREAK SMARTBITT 600VA/300W,2,1711.096255
50100404,NO BREAK SMARTBITT 1000VA/500W,2,2425.816626
50100473,ROTULADOR BROTHER PT-70BM,2,677.6724779
50100612,CALCULADORA CASIO FX-82MS-2,2,366.074695
50100613,CALCULADORA CASIO FX-991MS-2,2,568.2623046
50100615,SUMADORA  CASIO HR-200RC,2,1366.121362
50101345,PRESENTADOR LASER TECHZONE NGO,2,594.3
50101346,PUERTO USB TECHZONE,2,126.7981193
50101375,AUDIFONOS BILLBOARD C/MIC BL,2,128.268
50101551,BOCINA BILLBOARD BT NGO BB742,2,740.166
50101554,AUDIFONOS BILLBOARD C/MIC NGO,2,128.268
50102198,SUMADORA ROYAL PRINT 44 12 DIG,2,1879.304153
50103049,REGULADOR FORZA 1200VA/600WN,2,702.1833
50103050,REGULADOR FORZA 2200VA/1100W,2,1055.462092
50103054,NO BREAK FORZA 750VA/375W 6 E,2,2411.199843
50103056,NO BREAK FORZA 1000VA/500W 6 E,2,3368.241257
50103059,REGULADOR FORZA 900VA 8 ENTRAD,2,542.3905227
50103738,SUMADORA CASIO HR-10RC-BK,2,812.756875
50104295,AUDIFONOS GINGA BLUETOOTH NGR,2,184.8
50105058,MINI COMPONENTE LG CK-43,2,6837.247021
50105455,CALCULADORA CASIO FX-991LAPLUS,2,712.3647929
50106436,CARGADOR DE PARED DBUGG USB,2,107.0949443
50106437,CABLE 3 EN 1 DBUGG,2,102.1681277
50106438,CABLE MICRO USB DBUGG BLANCO,2,104.797
50106439,CABLE MICRO USB DBUGG NEGRO,2,106.47
50106440,CABLE LIGTHING DBUGG BLANCO,2,107.0970967
50106441,CABLE LIGTHING DBUGG NEGRO,2,107.0766667
50106445,CABLE TIPO C DBUGG BLANCO,2,107.0973673
50106446,CABLE TIPO C DBUGG NEGRO,2,107.0971895
50106447,CABLE TIPOC-TIPOC DBUGG BLANCO,2,106.984235
50106448,CABLE TIPOC-TIPOC DBUGG NEGRO,2,103.1736942
50108709,NO BREAK KOBLENZ 7522 750VA,2,3171.683882
50108710,NO BREAK KOBLENZ 9022 900VA,2,4042.227222
50109445,AUDIFONOS MOTOROLA PACE 105 BK,2,222.579
50109446,AUDIFONOS MOTOROLA PACE 105 RD,2,200.8125
50109447,AUDIFONOS MOTOROLA PACE 105 WH,2,222.5522837
50109591,TRITURADORA ROYAL ST80X,2,2235.602543
50109659,REGULADOR SMARTBITT 1200V/600W,2,498.6870748
50109671,TELEFONO MODERNPHONE TC-8300,2,569.1
50110385,CARGADOR DE PARED TIPOC / USB,2,469.518
50110386,AUDIFONO INALAMBRICO BT BLANCO,2,469.518
50110421,REGULADOR KOBLENZ RS-1410 700W,2,722.1110157
50111043,GOOGLE CHROMECAST 3RD GEN NEGR,2,1346.1
50111519,ADAPTADOR 2 PUERTOS GENERICO,2,126.042
50111677,CALCULADORA DE BOLSILLO MAE,2,38.61621831
50111696,CALCULADORA CIENTIFICA 10 DIG,2,88.053
50111708,MULTICONTACTOS PARA ESCRITORIO,2,1139.25
50111875,DISPENSADOR DE AGUA ROYAL,2,4307.1
50112127,CARGADOR DE PARED MOBO ULTRA,2,705.6
50112146,DISPOSITIVO CLIP PLUS 2,2,317.1050125
50112147,TERMINAL P TARJETAS CLIP TOTAL,2,4640.176591
50112504,CABLE KINTONE PARA TIPO C,2,163.569
50112505,CABLE KINTONE PARA MICRO USB,2,163.569
50112507,ADAPTADOR LEOPARD HUB TIPO C,2,1172.712238
50112508,CABLE KINTONE PARA LIGHTNING,2,163.569
50112563,SUMADORA CASIO FR-2650RC,2,1550.007427
50113482,BATERIA PORTATIL 148N 8V NGR,2,379.092
50113543,"PANTALLA  JVC SI32R 32 ""ROKU",2,7427.532
50113601,BATERIA PORTATIL 8V NEGRO,2,820.743
50113901,CALCULADORA CASIO 8 DIGITOS,2,62.118
50113986,"TV SAMSUNG LED 43""T5300 SMART",2,0.021
50114246,CLIP PRO 2,2,2399.461395
50114902,CLIP BOX,2,2834.78825
50114903,CLIP STAND TABLET,2,6515.79354
50114904,CLIP PRINTER,2,2170.959247
50115033,AUDIFONOS D-BUGG NEGRO,2,140.112
50115035,AUDIFONOS D-BUGG BLANCO,2,140.112
50115077,AUDIFONOS IN-EAR STF STEREO,2,57.03201412
50115080,AUDIF IN-EAR STF INALAM GRIS,2,0.021
50115083,CABLE HDMI ETHERNET 16FT NEGRO,2,252
50115132,MINI TECLADO CASIO SA-76,2,3963.33
50115137,TECLADO CASIO TONE CT-S1,2,11496.177
50115220,SUPRESOR BESTEK MRJ2004-BK,2,1084.84425
50115226,UPS INTERAC ABLEREX AB-ES1200,2,2578.38
50115229,BATERIA PORTATIL CON LINTERNA,2,379.092
50115230,CABLE 1HORA TIPO C NEGRO,2,140.112
50115234,CABLE 1HORA TIPO C ROJO,2,0.021
50115237,CABLE MAG TIPOC 3 PUNTAS NEGRO,2,140.112
50115239,CABLE 3 EN 1 1HR 2.1A ROJO,2,85.806
50115240,CABLE 3 EN 1 1HR 2.1 A NEGRO,2,85.806
50115241,CABLE MAG TIPOC 3PUNTAS ROJO,2,140.112
50115243,SOPORTE C/CARGADOR INALAMBRICO,2,323.6998294
50115244,TURBO CARGADOR 1HR TIPO C 3A,2,161.847
50115245,TURBO CARGADOR 1HR TIPO C 20W,2,237.888
50115246,CARGADOR PARA AUTO 1HORA 2.1 A,2,85.806
50115247,AUDIFONO TWS 1HR ROSA MICRO BT,2,378.903
50115248,AUDIFONO TWS 1HR AZUL MICRO BT,2,378.903
50115249,AUDIFONO IN-EAR 1HR NEGRO BTTO,2,574.602
50115250,AUDIFONO TWS 1HR NGR MICRO BT,2,378.903
50115251,AUDIFONO TWS 1HR BLCO MICRO BT,2,378.903
50115252,AUDIFONO TWS 1HR MORADO BT,2,378.903
50115253,AUDIFONO IN-EAR 1HR BLCO BT,2,574.602
50115254,AUDIFONO TWS AZUL M MICRO BT,2,378.903
50115255,AUDIFONO TWS 1HR ROJO MICRO BT,2,324.6974853
50115269,TURBO CARGADOR TIPOC A IP,2,237.888
